# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 12:30:17 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09085100 COLORADO RIVER BELOW GLENWOOD SPRINGS, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 09085100
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#    06   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    06   00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd	06_00010_00001	06_00010_00001_cd	06_00010_00002	06_00010_00002_cd
USGS	09085100	1983-07-20	9530	A
USGS	09085100	1983-07-21	10100	A
USGS	09085100	1983-07-22	10800	A
USGS	09085100	1983-07-23	11000	A
USGS	09085100	1983-07-24	11000	A
USGS	09085100	1983-07-25	10200	A
USGS	09085100	1983-07-26	9710	A
USGS	09085100	1983-07-27	9210	A
USGS	09085100	1983-07-28	9070	A
USGS	09085100	1983-07-29	8200	A
USGS	09085100	1983-07-30	7800	A
USGS	09085100	1983-07-31	7750	A
USGS	09085100	1983-08-01	7840	A
USGS	09085100	1983-08-02	7430	A
USGS	09085100	1983-08-03	7190	A
USGS	09085100	1983-08-04	7340	A
USGS	09085100	1983-08-05	7530	A
USGS	09085100	1983-08-06	8150	A
USGS	09085100	1983-08-07	7840	A
USGS	09085100	1983-08-08	7140	A
USGS	09085100	1983-08-09	6610	A
USGS	09085100	1983-08-10	5970	A
USGS	09085100	1983-08-11	5420	A
USGS	09085100	1983-08-12	5110	A
USGS	09085100	1983-08-13	5250	A
USGS	09085100	1983-08-14	4890	A
USGS	09085100	1983-08-15	4880	A
USGS	09085100	1983-08-16	4870	A
USGS	09085100	1983-08-17	4730	A
USGS	09085100	1983-08-18	4720	A
USGS	09085100	1983-08-19	4820	A
USGS	09085100	1983-08-20	4860	A
USGS	09085100	1983-08-21	4650	A
USGS	09085100	1983-08-22	4400	A
USGS	09085100	1983-08-23	4230	A
USGS	09085100	1983-08-24	4080	A
USGS	09085100	1983-08-25	3980	A
USGS	09085100	1983-08-26	3790	A
USGS	09085100	1983-08-27	3650	A
USGS	09085100	1983-08-28	3590	A
USGS	09085100	1983-08-29	3560	A
USGS	09085100	1983-08-30	3580	A
USGS	09085100	1983-08-31	3600	A
USGS	09085100	1983-09-01	3630	A
USGS	09085100	1983-09-02	3510	A	18.5	A	17.0	A
USGS	09085100	1983-09-03	3390	A	18.5	A	17.0	A
USGS	09085100	1983-09-04	3410	A	19.0	A	17.0	A
USGS	09085100	1983-09-05	3510	A	17.5	A	15.5	A
USGS	09085100	1983-09-06	3410	A	17.5	A	15.0	A
USGS	09085100	1983-09-07	3310	A	17.5	A	15.0	A
USGS	09085100	1983-09-08	3270	A	17.5	A	16.5	A
USGS	09085100	1983-09-09	3240	A	17.0	A	15.5	A
USGS	09085100	1983-09-10	3160	A	17.0	A	16.0	A
USGS	09085100	1983-09-11	3140	A	17.5	A	15.0	A
USGS	09085100	1983-09-12	2880	A	17.0	A	15.0	A
USGS	09085100	1983-09-13	2840	A	17.0	A	14.5	A
USGS	09085100	1983-09-14	2500	A
USGS	09085100	1983-09-15	2500	A
USGS	09085100	1983-09-16	2350	A
USGS	09085100	1983-09-17	2270	A	16.5	A	14.0	A
USGS	09085100	1983-09-18	2200	A	16.5	A	14.5	A
USGS	09085100	1983-09-19	2150	A	16.0	A	14.5	A
USGS	09085100	1983-09-20	2100	A	14.5	A	12.0	A
USGS	09085100	1983-09-21	2150	A	13.0	A	10.0	A
USGS	09085100	1983-09-22	2180	A	13.0	A	10.0	A
USGS	09085100	1983-09-23	2200	A	13.5	A	11.0	A
USGS	09085100	1983-09-24	2190	A	14.0	A	12.0	A
USGS	09085100	1983-09-25	2180	A	15.0	A	12.0	A
USGS	09085100	1983-09-26	2240	A	15.0	A	13.0	A
USGS	09085100	1983-09-27	2230	A	15.0	A	13.5	A
USGS	09085100	1983-09-28	2190	A	14.0	A	12.5	A
USGS	09085100	1983-09-29	2160	A	14.5	A	13.0	A
USGS	09085100	1983-09-30	2200	A	14.0	A	13.0	A
USGS	09085100	1983-10-01	2110	A	13.5	A	12.0	A
USGS	09085100	1983-10-02	2140	A	12.5	A	11.5	A
USGS	09085100	1983-10-03	2220	A	11.5	A	10.5	A
USGS	09085100	1983-10-04	2250	A	12.0	A	10.0	A
USGS	09085100	1983-10-05	2070	A	13.0	A	10.0	A
USGS	09085100	1983-10-06	2020	A	13.5	A	12.0	A
USGS	09085100	1983-10-07	2020	A	13.0	A	11.5	A
USGS	09085100	1983-10-08	1970	A	13.0	A	11.0	A
USGS	09085100	1983-10-09	1960	A	13.5	A	12.0	A
USGS	09085100	1983-10-10	1980	A	12.0	A	9.5	A
USGS	09085100	1983-10-11	2030	A
USGS	09085100	1983-10-12	2080	A
USGS	09085100	1983-10-13	2080	A
USGS	09085100	1983-10-14	2350	A	10.5	A	9.5	A
USGS	09085100	1983-10-15	2520	A	10.0	A	8.5	A
USGS	09085100	1983-10-16	2470	A	10.0	A	8.0	A
USGS	09085100	1983-10-17	2430	A	9.5	A	8.0	A
USGS	09085100	1983-10-18	2450	A	10.5	A	9.0	A
USGS	09085100	1983-10-19	2490	A	10.5	A	9.0	A
USGS	09085100	1983-10-20	2480	A	9.5	A	8.0	A
USGS	09085100	1983-10-21	2410	A	9.5	A	8.0	A
USGS	09085100	1983-10-22	2420	A	9.5	A	8.0	A
USGS	09085100	1983-10-23	2400	A	9.5	A	8.0	A
USGS	09085100	1983-10-24	2370	A	9.0	A	8.0	A
USGS	09085100	1983-10-25	2320	A	9.0	A	8.5	A
USGS	09085100	1983-10-26	2260	A	9.0	A	7.0	A
USGS	09085100	1983-10-27	2290	A	9.0	A	7.0	A
USGS	09085100	1983-10-28	2330	A	8.5	A	7.5	A
USGS	09085100	1983-10-29	2230	A	9.0	A	7.5	A
USGS	09085100	1983-10-30	2290	A	9.5	A	8.0	A
USGS	09085100	1983-10-31	2290	A	9.5	A	8.5	A
USGS	09085100	1983-11-01	2320	A	9.5	A	8.5	A
USGS	09085100	1983-11-02	2330	A	9.0	A	8.0	A
USGS	09085100	1983-11-03	2300	A	9.0	A	7.5	A
USGS	09085100	1983-11-04	2300	A	9.0	A	7.0	A
USGS	09085100	1983-11-05	2290	A	8.0	A	7.0	A
USGS	09085100	1983-11-06	2270	A	8.5	A	7.0	A
USGS	09085100	1983-11-07	2260	A	8.5	A	7.0	A
USGS	09085100	1983-11-08	2490	A	8.0	A	6.5	A
USGS	09085100	1983-11-09	2520	A	6.0	A	5.0	A
USGS	09085100	1983-11-10	2380	A	6.0	A	4.5	A
USGS	09085100	1983-11-11	2370	A	6.5	A	5.5	A
USGS	09085100	1983-11-12	2380	A	7.0	A	6.0	A
USGS	09085100	1983-11-13	2420	A	7.5	A	6.5	A
USGS	09085100	1983-11-14	2440	A	7.0	A	6.0	A
USGS	09085100	1983-11-15	2290	A	6.0	A	5.0	A
USGS	09085100	1983-11-16	2390	A	5.0	A	4.0	A
USGS	09085100	1983-11-17	2130	A	5.5	A	4.0	A
USGS	09085100	1983-11-18	2350	A	5.5	A	5.0	A
USGS	09085100	1983-11-19	2350	A	5.5	A	4.5	A
USGS	09085100	1983-11-20	2310	A	4.5	A	4.0	A
USGS	09085100	1983-11-21	2380	A	4.5	A	4.0	A
USGS	09085100	1983-11-22	2290	A	4.0	A	2.5	A
USGS	09085100	1983-11-23	2180	A	2.5	A	1.5	A
USGS	09085100	1983-11-24	2110	A	2.0	A	1.5	A
USGS	09085100	1983-11-25	2310	A	2.5	A	2.0	A
USGS	09085100	1983-11-26	2380	A	2.5	A	2.0	A
USGS	09085100	1983-11-27	2290	A	2.0	A	1.5	A
USGS	09085100	1983-11-28	2220	A	2.5	A	1.0	A
USGS	09085100	1983-11-29	2250	A	2.0	A	1.5	A
USGS	09085100	1983-11-30	2250	A	2.5	A	1.0	A
USGS	09085100	1983-12-01	2320	A	3.0	A	2.0	A
USGS	09085100	1983-12-02	2330	A	4.0	A	3.0	A
USGS	09085100	1983-12-03	2340	A	4.5	A	3.5	A
USGS	09085100	1983-12-04	2320	A	4.0	A	3.0	A
USGS	09085100	1983-12-05	2270	A	3.0	A	1.5	A
USGS	09085100	1983-12-06	2040	A	1.5	A	1.0	A
USGS	09085100	1983-12-07	2060	A	2.0	A	1.0	A
USGS	09085100	1983-12-08	2360	A	2.0	A	1.5	A
USGS	09085100	1983-12-09	2330	A	2.5	A	1.5	A
USGS	09085100	1983-12-10	2280	A	3.5	A	2.5	A
USGS	09085100	1983-12-11	2240	A	4.0	A	3.0	A
USGS	09085100	1983-12-12	2040	A	4.5	A	3.5	A
USGS	09085100	1983-12-13	1990	A	3.5	A	2.5	A
USGS	09085100	1983-12-14	1920	A	2.5	A	1.5	A
USGS	09085100	1983-12-15	2150	A	2.0	A	1.0	A
USGS	09085100	1983-12-16	2060	A	1.5	A	1.0	A
USGS	09085100	1983-12-17	2120	A	1.5	A	0.5	A
USGS	09085100	1983-12-18	2220	A	2.0	A	1.0	A
USGS	09085100	1983-12-19	2230	A	1.5	A	1.0	A
USGS	09085100	1983-12-20	2200	A	1.5	A	0.0	A
USGS	09085100	1983-12-21	1760	A	0.0	A	0.0	A
USGS	09085100	1983-12-22	1640	A	0.0	A	0.0	A
USGS	09085100	1983-12-23	1760	A	0.5	A	0.0	A
USGS	09085100	1983-12-24	1620	A	0.0	A	0.0	A
USGS	09085100	1983-12-25	1850	A	0.5	A	0.0	A
USGS	09085100	1983-12-26	2320	A	1.5	A	0.5	A
USGS	09085100	1983-12-27	2530	A	1.5	A	1.0	A
USGS	09085100	1983-12-28	2350	A	1.0	A	0.0	A
USGS	09085100	1983-12-29	1720	A	0.0	A	0.0	A
USGS	09085100	1983-12-30	1650	A	0.5	A	0.0	A
USGS	09085100	1983-12-31	2050	A	0.5	A	0.0	A
USGS	09085100	1984-01-01	2330	A	1.0	A	0.5	A
USGS	09085100	1984-01-02	2110	A	0.5	A	0.0	A
USGS	09085100	1984-01-03	1720	A	0.5	A	0.0	A
USGS	09085100	1984-01-04	1990	A	1.0	A	0.0	A
USGS	09085100	1984-01-05	2130	A	1.0	A	0.0	A
USGS	09085100	1984-01-06	2100	A	1.0	A	0.0	A
USGS	09085100	1984-01-07	2010	A	1.0	A	0.0	A
USGS	09085100	1984-01-08	1980	A	1.0	A	0.0	A
USGS	09085100	1984-01-09	1980	A	1.0	A	0.0	A
USGS	09085100	1984-01-10	1970	A	0.5	A	0.0	A
USGS	09085100	1984-01-11	1800	A	0.5	A	0.0	A
USGS	09085100	1984-01-12	1820	A	0.5	A	0.0	A
USGS	09085100	1984-01-13	1940	A	0.5	A	0.0	A
USGS	09085100	1984-01-14	2040	A	1.0	A	0.5	A
USGS	09085100	1984-01-15	2080	A	1.0	A	0.0	A
USGS	09085100	1984-01-16	1890	A	0.0	A	0.0	A
USGS	09085100	1984-01-17	1780	A	0.5	A	0.0	A
USGS	09085100	1984-01-18	1710	A	0.0	A	0.0	A
USGS	09085100	1984-01-19	1620	A	0.0	A	0.0	A
USGS	09085100	1984-01-20	1650	A	0.5	A	0.0	A
USGS	09085100	1984-01-21	1640	A	0.5	A	0.0	A
USGS	09085100	1984-01-22	1750	A	0.5	A	0.0	A
USGS	09085100	1984-01-23	1840	A	0.5	A	0.0	A
USGS	09085100	1984-01-24	1950	A	0.5	A	0.0	A
USGS	09085100	1984-01-25	2070	A	1.0	A	0.0	A
USGS	09085100	1984-01-26	2200	A	1.5	A	0.0	A
USGS	09085100	1984-01-27	2150	A	1.0	A	0.0	A
USGS	09085100	1984-01-28	2050	A	1.0	A	0.5	A
USGS	09085100	1984-01-29	2060	A	1.0	A	0.0	A
USGS	09085100	1984-01-30	2000	A	1.0	A	0.0	A
USGS	09085100	1984-01-31	1940	A	1.0	A	0.0	A
USGS	09085100	1984-02-01	1860	A	1.0	A	0.0	A
USGS	09085100	1984-02-02	1810	A	1.0	A	0.0	A
USGS	09085100	1984-02-03	1630	A	1.0	A	0.0	A
USGS	09085100	1984-02-04	1710	A	1.5	A	0.0	A
USGS	09085100	1984-02-05	1720	A	1.5	A	0.0	A
USGS	09085100	1984-02-06	1680	A	1.5	A	0.0	A
USGS	09085100	1984-02-07	1640	A	1.5	A	0.0	A
USGS	09085100	1984-02-08	1670	A	2.0	A	1.0	A
USGS	09085100	1984-02-09	1670	A	1.5	A	0.5	A
USGS	09085100	1984-02-10	1700	A	1.5	A	0.5	A
USGS	09085100	1984-02-11	1710	A	2.0	A	1.0	A
USGS	09085100	1984-02-12	1680	A	1.5	A	0.5	A
USGS	09085100	1984-02-13	1700	A	2.0	A	1.0	A
USGS	09085100	1984-02-14	1760	A	2.5	A	2.0	A
USGS	09085100	1984-02-15	1730	A	2.0	A	1.0	A
USGS	09085100	1984-02-16	1650	A	2.0	A	0.5	A
USGS	09085100	1984-02-17	1700	A	2.0	A	1.5	A
USGS	09085100	1984-02-18	1700	A	2.0	A	1.0	A
USGS	09085100	1984-02-19	1620	A	2.0	A	1.0	A
USGS	09085100	1984-02-20	1530	A	1.5	A	0.5	A
USGS	09085100	1984-02-21	1520	A	1.5	A	0.5	A
USGS	09085100	1984-02-22	1580	A	2.0	A	0.5	A
USGS	09085100	1984-02-23	1650	A	2.0	A	1.0	A
USGS	09085100	1984-02-24	1610	A	2.0	A	0.5	A
USGS	09085100	1984-02-25	1670	A	2.5	A	1.0	A
USGS	09085100	1984-02-26	1640	A	2.5	A	0.5	A
USGS	09085100	1984-02-27	1550	A	2.0	A	0.0	A
USGS	09085100	1984-02-28	1560	A	2.5	A	0.0	A
USGS	09085100	1984-02-29	1620	A	3.0	A	0.5	A
USGS	09085100	1984-03-01	1620	A	3.0	A	0.5	A
USGS	09085100	1984-03-02	1680	A	4.0	A	1.5	A
USGS	09085100	1984-03-03	1760	A	3.5	A	2.0	A
USGS	09085100	1984-03-04	1730	A	2.0	A	0.0	A
USGS	09085100	1984-03-05	1600	A	2.5	A	0.0	A
USGS	09085100	1984-03-06	1680	A	3.0	A	0.0	A
USGS	09085100	1984-03-07	1760	A	4.0	A	0.0	A
USGS	09085100	1984-03-08	1750	A	4.0	A	0.5	A
USGS	09085100	1984-03-09	1810	A	3.0	A	1.5	A
USGS	09085100	1984-03-10	1800	A	4.5	A	1.5	A
USGS	09085100	1984-03-11	1860	A
USGS	09085100	1984-03-12	1790	A
USGS	09085100	1984-03-13	1850	A
USGS	09085100	1984-03-14	1920	A
USGS	09085100	1984-03-15	2060	A	5.5	A	4.5	A
USGS	09085100	1984-03-16	2140	A	5.0	A	0.0	A
USGS	09085100	1984-03-17	1960	A	3.5	A	3.0	A
USGS	09085100	1984-03-18	2080	A	4.5	A	3.0	A
USGS	09085100	1984-03-19	2050	A	5.0	A	2.5	A
USGS	09085100	1984-03-20	2030	A	6.5	A	4.0	A
USGS	09085100	1984-03-21	2100	A	7.5	A	5.0	A
USGS	09085100	1984-03-22	2260	A	6.5	A	5.0	A
USGS	09085100	1984-03-23	2240	A	6.5	A	4.5	A
USGS	09085100	1984-03-24	2280	A	7.5	A	5.0	A
USGS	09085100	1984-03-25	2520	A	7.0	A	5.0	A
USGS	09085100	1984-03-26	2580	A	5.0	A	3.5	A
USGS	09085100	1984-03-27	2570	A	5.5	A	4.5	A
USGS	09085100	1984-03-28	2600	A	6.0	A	4.0	A
USGS	09085100	1984-03-29	2590	A	6.0	A	4.5	A
USGS	09085100	1984-03-30	2870	A	6.5	A	5.5	A
USGS	09085100	1984-03-31	3070	A	6.5	A	4.5	A
USGS	09085100	1984-04-01	3220	A	6.5	A	5.0	A
USGS	09085100	1984-04-02	3200	A	6.0	A	4.5	A
USGS	09085100	1984-04-03	3110	A	6.0	A	5.0	A
USGS	09085100	1984-04-04	3080	A	7.5	A	4.5	A
USGS	09085100	1984-04-05	3320	A	7.5	A	6.0	A
USGS	09085100	1984-04-06	3450	A	7.5	A	6.0	A
USGS	09085100	1984-04-07	3490	A	8.5	A	6.5	A
USGS	09085100	1984-04-08	3500	A	9.0	A	7.0	A
USGS	09085100	1984-04-09	3670	A	8.5	A	6.5	A
USGS	09085100	1984-04-10	3520	A	8.0	A	6.0	A
USGS	09085100	1984-04-11	3540	A	8.0	A	6.5	A
USGS	09085100	1984-04-12	3300	A	6.5	A	5.5	A
USGS	09085100	1984-04-13	3100	A	8.0	A	6.0	A
USGS	09085100	1984-04-14	3060	A	9.0	A	6.5	A
USGS	09085100	1984-04-15	3060	A	9.5	A	7.0	A
USGS	09085100	1984-04-16	3240	A	10.5	A	7.5	A
USGS	09085100	1984-04-17	3520	A	11.0	A	8.0	A
USGS	09085100	1984-04-18	4020	A	11.0	A	9.0	A
USGS	09085100	1984-04-19	4380	A	10.0	A	8.5	A
USGS	09085100	1984-04-20	4320	A	8.5	A	6.0	A
USGS	09085100	1984-04-21	4070	A	6.5	A	5.0	A
USGS	09085100	1984-04-22	3810	A	8.0	A	5.0	A
USGS	09085100	1984-04-23	3790	A	9.5	A	7.0	A
USGS	09085100	1984-04-24	4100	A	11.0	A	9.0	A
USGS	09085100	1984-04-25	4500	A	9.5	A	7.0	A
USGS	09085100	1984-04-26	4310	A	7.0	A	5.5	A
USGS	09085100	1984-04-27	4000	A	6.5	A	4.5	A
USGS	09085100	1984-04-28	3710	A	5.5	A	4.5	A
USGS	09085100	1984-04-29	3630	A	7.0	A	5.0	A
USGS	09085100	1984-04-30	3580	A	8.5	A	7.0	A
USGS	09085100	1984-05-01	3540	A	10.0	A	8.0	A
USGS	09085100	1984-05-02	3840	A	10.0	A	8.5	A
USGS	09085100	1984-05-03	4090	A	10.0	A	8.5	A
USGS	09085100	1984-05-04	4090	A	9.5	A	9.0	A
USGS	09085100	1984-05-05	4260	A	9.0	A	8.5	A
USGS	09085100	1984-05-06	4340	A	10.0	A	8.5	A
USGS	09085100	1984-05-07	4230	A	10.5	A	8.0	A
USGS	09085100	1984-05-08	4150	A	11.0	A	8.5	A
USGS	09085100	1984-05-09	4370	A	12.5	A	9.5	A
USGS	09085100	1984-05-10	5290	A	13.0	A	11.0	A
USGS	09085100	1984-05-11	7140	A	13.0	A	11.5	A
USGS	09085100	1984-05-12	9690	A	12.5	A	10.5	A
USGS	09085100	1984-05-13	11900	A	11.0	A	9.0	A
USGS	09085100	1984-05-14	14500	A	11.5	A	9.0	A
USGS	09085100	1984-05-15	18100	A	10.5	A	9.0	A
USGS	09085100	1984-05-16	19900	A	10.0	A	8.5	A
USGS	09085100	1984-05-17	19700	A	10.5	A	8.0	A
USGS	09085100	1984-05-18	19500	A	10.0	A	8.0	A
USGS	09085100	1984-05-19	17700	A	10.5	A	8.0	A
USGS	09085100	1984-05-20	18300	A	11.0	A	8.5	A
USGS	09085100	1984-05-21	20300	A	11.0	A	9.0	A
USGS	09085100	1984-05-22	22000	A	11.0	A	9.0	A
USGS	09085100	1984-05-23	24300	A	11.5	A	9.0	A
USGS	09085100	1984-05-24	26800	A	11.5	A	9.5	A
USGS	09085100	1984-05-25	30200	A	11.0	A	9.5	A
USGS	09085100	1984-05-26	30200	A	11.0	A	8.5	A
USGS	09085100	1984-05-27	28600	A
USGS	09085100	1984-05-28	26500	A
USGS	09085100	1984-05-29	24900	A
USGS	09085100	1984-05-30	24900	A
USGS	09085100	1984-05-31	25200	A
USGS	09085100	1984-06-01	25800	A
USGS	09085100	1984-06-02	25900	A
USGS	09085100	1984-06-03	24500	A
USGS	09085100	1984-06-04	23000	A
USGS	09085100	1984-06-05	21600	A
USGS	09085100	1984-06-06	20000	A
USGS	09085100	1984-06-07	21800	A
USGS	09085100	1984-06-08	20100	A
USGS	09085100	1984-06-09	18300	A
USGS	09085100	1984-06-10	16400	A
USGS	09085100	1984-06-11	15800	A
USGS	09085100	1984-06-12	15800	A
USGS	09085100	1984-06-13	16200	A
USGS	09085100	1984-06-14	17900	A
USGS	09085100	1984-06-15	20000	A
USGS	09085100	1984-06-16	21600	A
USGS	09085100	1984-06-17	21200	A
USGS	09085100	1984-06-18	20300	A
USGS	09085100	1984-06-19	21200	A
USGS	09085100	1984-06-20	21600	A
USGS	09085100	1984-06-21	21600	A
USGS	09085100	1984-06-22	22200	A
USGS	09085100	1984-06-23	21800	A
USGS	09085100	1984-06-24	21500	A
USGS	09085100	1984-06-25	21500	A
USGS	09085100	1984-06-26	20900	A
USGS	09085100	1984-06-27	21100	A
USGS	09085100	1984-06-28	20600	A	18.0	A	10.5	A
USGS	09085100	1984-06-29	20300	A	16.0	A	13.5	A
USGS	09085100	1984-06-30	20700	A	15.5	A	14.0	A
USGS	09085100	1984-07-01	21400	A	15.5	A	13.0	A
USGS	09085100	1984-07-02	21000	A	16.0	A	13.5	A
USGS	09085100	1984-07-03	21100	A	16.0	A	14.0	A
USGS	09085100	1984-07-04	20300	A	16.0	A	13.5	A
USGS	09085100	1984-07-05	18900	A	16.0	A	13.5	A
USGS	09085100	1984-07-06	17500	A	16.5	A	14.0	A
USGS	09085100	1984-07-07	16100	A	16.0	A	14.0	A
USGS	09085100	1984-07-08	15400	A	15.5	A	14.0	A
USGS	09085100	1984-07-09	15900	A	15.0	A	14.0	A
USGS	09085100	1984-07-10	17400	A	16.0	A	13.5	A
USGS	09085100	1984-07-11	17100	A	18.0	A	13.5	A
USGS	09085100	1984-07-12	15300	A
USGS	09085100	1984-07-13	13600	A
USGS	09085100	1984-07-14	14400	A
USGS	09085100	1984-07-15	14100	A
USGS	09085100	1984-07-16	12600	A
USGS	09085100	1984-07-17	11900	A
USGS	09085100	1984-07-18	10700	A
USGS	09085100	1984-07-19	10200	A
USGS	09085100	1984-07-20	9560	A
USGS	09085100	1984-07-21	9140	A
USGS	09085100	1984-07-22	8930	A
USGS	09085100	1984-07-23	8380	A
USGS	09085100	1984-07-24	8850	A
USGS	09085100	1984-07-25	9060	A
USGS	09085100	1984-07-26	9220	A
USGS	09085100	1984-07-27	8910	A	17.5	A	16.0	A
USGS	09085100	1984-07-28	8400	A	17.5	A	16.0	A
USGS	09085100	1984-07-29	8300	A	17.5	A	16.0	A
USGS	09085100	1984-07-30	8330	A	18.0	A	16.5	A
USGS	09085100	1984-07-31	8280	A	18.0	A	16.5	A
USGS	09085100	1984-08-01	7930	A	18.0	A	17.0	A
USGS	09085100	1984-08-02	7550	A	18.0	A	16.5	A
USGS	09085100	1984-08-03	7110	A	18.5	A	16.5	A
USGS	09085100	1984-08-04	6720	A	17.5	A	16.0	A
USGS	09085100	1984-08-05	6490	A	17.5	A	15.5	A
USGS	09085100	1984-08-06	6580	A	17.5	A	16.0	A
USGS	09085100	1984-08-07	6610	A	17.5	A	15.5	A
USGS	09085100	1984-08-08	6470	A	18.0	A	16.0	A
USGS	09085100	1984-08-09	6160	A	18.0	A	16.5	A
USGS	09085100	1984-08-10	5950	A	18.5	A	15.5	A
USGS	09085100	1984-08-11	5720	A	18.5	A	17.0	A
USGS	09085100	1984-08-12	5500	A	17.5	A	16.5	A
USGS	09085100	1984-08-13	5700	A	17.0	A	16.0	A
USGS	09085100	1984-08-14	5520	A	19.0	A	15.5	A
USGS	09085100	1984-08-15	5410	A	18.5	A	15.5	A
USGS	09085100	1984-08-16	5620	A	17.5	A	16.5	A
USGS	09085100	1984-08-17	5240	A	20.0	A	17.0	A
USGS	09085100	1984-08-18	5030	A	20.5	A	18.0	A
USGS	09085100	1984-08-19	5260	A	19.0	A	16.5	A
USGS	09085100	1984-08-20	5540	A	19.5	A	16.5	A
USGS	09085100	1984-08-21	5980	A	17.5	A	16.0	A
USGS	09085100	1984-08-22	5800	A	17.5	A	16.5	A
USGS	09085100	1984-08-23	5470	A	17.5	A	15.5	A
USGS	09085100	1984-08-24	5870	A	17.0	A	15.0	A
USGS	09085100	1984-08-25	6310	A	16.5	A	14.0	A
USGS	09085100	1984-08-26	6330	A	16.5	A	14.5	A
USGS	09085100	1984-08-27	5920	A	17.0	A	15.5	A
USGS	09085100	1984-08-28	5660	A	17.0	A	15.5	A
USGS	09085100	1984-08-29	5500	A	17.5	A	15.5	A
USGS	09085100	1984-08-30	5320	A	18.0	A	16.0	A
USGS	09085100	1984-08-31	4970	A	18.5	A	16.5	A
USGS	09085100	1984-09-01	5410	A	18.0	A	15.5	A
USGS	09085100	1984-09-02	5520	A	18.0	A	16.0	A
USGS	09085100	1984-09-03	5090	A	17.5	A	15.0	A
USGS	09085100	1984-09-04	4820	A	16.5	A	13.5	A
USGS	09085100	1984-09-05	4670	A	18.0	A	13.5	A
USGS	09085100	1984-09-06	4560	A	17.0	A	15.0	A
USGS	09085100	1984-09-07	4420	A	16.5	A	14.0	A
USGS	09085100	1984-09-08	4330	A	17.5	A	13.0	A
USGS	09085100	1984-09-09	4020	A	18.0	A	13.5	A
USGS	09085100	1984-09-10	3890	A	16.5	A	13.5	A
USGS	09085100	1984-09-11	3760	A	17.5	A	14.0	A
USGS	09085100	1984-09-12	3710	A
USGS	09085100	1984-09-13	3620	A
USGS	09085100	1984-09-14	3400	A
USGS	09085100	1984-09-15	3350	A
USGS	09085100	1984-09-16	3530	A	15.5	A	12.0	A
USGS	09085100	1984-09-17	3680	A	17.5	A	11.5	A
